Frequency,MonetaryAvg,AvgQuantityPerTransaction,CustomerTenureDays,FirstPurchaseDaysAgo,PreferredDayOfWeek,PreferredHour,PreferredMonth,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueProducts,UniqueDescriptions,AvgProductsPerTransaction,NegativeQuantityCount,ZeroPriceCount,CancelledTransactions,ReturnRatio,TotalTransactions,UniqueInvoices,AvgLinesPerInvoice,Age,SupportTicketsCount,SatisfactionScore,Region,LoyaltyLevel,BasketSizeCategory,ProductDiversity,Gender,Country,ProblemRatio,ZeroPriceRatio,SupportBurden,BasketComplexity,ExplorationRatio,LinesPerProduct
14,16.59294117647059,9.392156862745098,337,361,1,15,3,0.0,2.171052631578948,97,98,6.928571428571429,11,0,11,0.0718954248366013,153,14,10.928571428571429,34.0,2.0,3.0,UK,Établi,Moyen,Explorateur,Unknown,United Kingdom,0.21475256769374415,0.0,0.005917159763313609,0.6298701298701299,1.0,1.3783783783783783
5,15.119310344827587,5.172413793103448,325,361,2,13,10,0.0,11.535714285714286,25,26,5.0,5,0,5,0.1724137931034483,29,5,5.8,,3.0,5.0,UK,Établi,Moyen,Explorateur,F,United Kingdom,0.5057471264367815,0.0,0.009202453987730062,0.8333333333333334,1.0,0.9666666666666667
15,27.24022556390977,15.413533834586469,351,361,3,15,10,0.0075187969924812,2.621212121212121,70,72,4.666666666666667,7,0,7,0.0526315789473684,133,15,8.866666666666667,,3.0,2.0,UK,Établi,Grand,Explorateur,M,United Kingdom,0.1571091908876669,0.0,0.008522727272727272,0.5223880597014925,1.0140845070422535,1.5647058823529412
9,9.200394088669952,3.330049261083744,329,361,3,12,9,0.2364532019704433,1.608910891089109,161,162,17.88888888888889,0,0,0,0.0,203,9,22.55555555555556,,0.0,1.0,UK,Établi,Petit,Explorateur,F,United Kingdom,0.0,0.0,0.0,0.7892156862745098,1.0,1.1941176470588237
1,-35.400000000000006,-12.0,0,361,1,11,12,0.0,,1,1,1.0,1,0,1,1.0,1,1,1.0,,2.0,4.0,UK,Nouveau,Petit,Spécialisé,F,United Kingdom,2.0,0.0,2.0,0.5,0.5,0.5
4,14.170185185185185,6.907407407407407,276,361,4,12,9,0.0,5.188679245283019,49,49,12.25,4,0,4,0.074074074074074,54,4,13.5,,2.0,4.0,Océanie,Établi,Moyen,Explorateur,M,Australia,0.21952861952861943,0.0,0.007220216606498195,0.8909090909090909,0.98,1.0188679245283019
2,17.2275,7.0,168,361,1,15,5,0.0,11.2,16,16,8.0,1,0,1,0.0625,16,2,8.0,43.0,2.0,2.0,UK,Jeune,Moyen,Modéré,F,United Kingdom,0.1801470588235294,0.0,0.011834319526627219,0.9411764705882353,0.9411764705882353,0.8888888888888888
12,22.1027760252366,11.646687697160884,349,361,1,11,9,0.0,1.0917721518987342,193,195,16.083333333333332,5,0,5,0.0157728706624605,317,12,26.416666666666668,79.0,1.0,4.0,UK,Établi,Moyen,Explorateur,F,United Kingdom,0.04721941154296365,0.0,0.002857142857142857,0.6069182389937107,1.0051546391752577,1.5463414634146344
4,15.010845070422535,13.338028169014084,333,361,1,11,8,0.3380281690140845,4.757142857142857,59,59,14.75,1,0,1,0.0140845070422535,71,4,17.75,,1.0,2.0,UK,Établi,Moyen,Explorateur,F,United Kingdom,0.04186228482003128,0.0,0.0029940119760479044,0.8194444444444444,0.9833333333333333,1.126984126984127
18,17.241287128712873,10.663366336633665,357,361,0,12,11,0.1039603960396039,1.736318407960199,52,53,2.888888888888889,0,0,0,0.0,202,18,11.22222222222222,68.0,0.0,1.0,UK,Établi,Moyen,Explorateur,F,United Kingdom,0.0,0.0,0.0,0.2561576354679803,1.0,2.8857142857142852
2,42.50387096774193,29.29032258064516,259,361,1,11,12,0.0,8.633333333333333,31,31,15.5,0,0,0,0.0,31,2,15.5,,1.0,1.0,UK,Établi,Grand,Explorateur,F,United Kingdom,0.0,0.0,0.0038461538461538464,0.96875,0.96875,0.9393939393939394
1,-10.55,-1.6666666666666667,0,361,1,11,12,0.0,0.0,3,3,3.0,3,0,3,1.0,3,1,3.0,,4.0,2.0,UK,Nouveau,Petit,Spécialisé,Unknown,United Kingdom,2.5,0.0,4.0,0.75,0.75,0.75
2,9.055862068965515,4.103448275862069,86,361,1,12,12,0.0,3.071428571428572,26,26,13.0,0,0,0,0.0,29,2,14.5,21.0,3.0,4.0,UK,Jeune,Petit,Explorateur,F,United Kingdom,0.0,0.0,0.034482758620689655,0.8666666666666667,0.9629629629629629,1.0357142857142858
18,21.12508591065292,16.1786941580756,336,361,1,12,2,0.1099656357388316,1.1275862068965516,179,180,9.944444444444445,7,0,7,0.0240549828178694,291,18,16.166666666666668,75.0,3.0,3.0,UK,Établi,Grand,Explorateur,M,United Kingdom,0.07200018829732145,0.0,0.008902077151335312,0.613013698630137,1.0,1.4771573604060915
4,5.330408163265306,1.8877551020408163,357,361,1,13,12,0.0,3.670103092783505,68,69,17.0,0,0,0,0.0,98,4,24.5,70.0,4.0,3.0,UK,Établi,Petit,Explorateur,M,United Kingdom,0.0,0.0,0.0111731843575419,0.6868686868686869,1.0,1.3611111111111112
11,21.60554716981132,13.471698113207546,334,361,1,12,5,0.0415094339622641,1.246212121212121,95,102,8.636363636363637,0,0,0,0.0,265,11,24.09090909090909,,1.0,5.0,UK,Établi,Moyen,Explorateur,F,United Kingdom,0.0,0.0,0.0029850746268656717,0.35714285714285715,1.0625,2.5
11,16.294140625,8.0625,356,361,1,11,3,0.109375,2.755905511811024,88,88,8.0,1,0,1,0.0078125,128,11,11.636363636363637,,4.0,3.0,UK,Établi,Moyen,Explorateur,Unknown,United Kingdom,0.023316375968992248,0.0,0.011204481792717087,0.6821705426356589,0.9887640449438202,1.292929292929293
1,31.95666666666667,5.4,0,361,1,12,12,0.0,0.0,15,15,15.0,0,0,0,0.0,15,1,15.0,,1.0,4.0,UK,Nouveau,Moyen,Modéré,M,United Kingdom,0.0,0.0,1.0,0.9375,0.9375,0.9375
25,32.53854304635762,21.21192052980133,357,361,1,12,10,0.0,2.32,67,68,2.68,17,0,17,0.1125827814569536,151,25,6.04,,2.0,3.0,UK,Établi,Grand,Explorateur,Unknown,United Kingdom,0.3362669919832694,0.0,0.00558659217877095,0.4407894736842105,1.0,1.641304347826087
4,21.231676646706585,14.089820359281438,309,360,1,12,12,0.0,1.855421686746988,143,143,35.75,0,0,0,0.0,167,4,41.75,73.0,2.0,5.0,Europe du Sud,Établi,Moyen,Explorateur,M,Cyprus,0.0,0.0,0.0064516129032258064,0.8511904761904762,0.9930555555555556,1.1360544217687074
45,31.01368292682927,35.37865853658536,357,360,3,12,4,0.0,0.2117144600366076,884,891,19.64444444444445,3,0,3,0.0018292682926829,1640,45,36.44444444444444,,0.0,1.0,UK,Établi,Grand,Explorateur,F,United Kingdom,0.005485575422481803,0.0,0.0,0.538695917123705,1.006779661016949,1.7653390742734119
3,18.91,11.611940298507465,328,360,0,15,11,0.0,4.954545454545454,53,53,17.666666666666668,0,0,0,0.0,67,3,22.33333333333333,42.0,2.0,2.0,UK,Établi,Moyen,Explorateur,Unknown,United Kingdom,0.0,0.0,0.0060790273556231,0.7794117647058824,0.9814814814814815,1.1964285714285712
18,9.496013071895426,4.857843137254902,359,360,1,15,12,0.0392156862745098,0.5793780687397708,284,289,15.77777777777778,22,0,22,0.0359477124183006,612,18,34.0,,2.0,3.0,UK,Établi,Petit,Explorateur,F,United Kingdom,0.10772585271193844,0.0,0.005555555555555556,0.4632952691680261,1.0140350877192983,2.0264900662251653
6,10.25248,4.176,352,360,6,11,12,0.256,2.8225806451612905,80,81,13.333333333333334,0,0,0,0.0,125,6,20.83333333333333,78.0,2.0,2.0,UK,Établi,Petit,Explorateur,F,United Kingdom,0.0,0.0,0.0056657223796034,0.6349206349206349,1.0,1.453488372093023
7,16.163506493506492,11.883116883116884,338,360,3,14,11,0.0,4.407894736842105,68,68,9.714285714285714,0,0,0,0.0,77,7,11.0,,1.0,2.0,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.0,0.0,0.0029498525073746312,0.8717948717948718,0.9855072463768116,1.0266666666666668
18,150.75034825870645,160.81592039800995,356,360,0,10,7,0.1194029850746268,1.74,111,111,6.166666666666667,3,0,3,0.0149253731343283,201,18,11.166666666666666,53.0,4.0,1.0,Europe du Nord,Établi,Grand,Explorateur,Unknown,Sweden,0.044628343431358006,0.0,0.011204481792717087,0.5495049504950495,0.9910714285714286,1.5581395348837208
7,16.008647342995168,9.130434782608695,293,360,3,11,10,0.1256038647342995,1.4077669902912622,144,145,20.571428571428573,0,0,0,0.0,207,7,29.571428571428573,27.0,3.0,,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.0,0.0,0.01020408163265306,0.6923076923076923,1.0,1.3708609271523178
2,4.699897959183673,5.5,186,360,1,13,12,0.4387755102040816,1.9175257731958764,94,94,47.0,0,0,0,0.0,98,2,49.0,54.0,3.0,4.0,UK,Établi,Moyen,Explorateur,Unknown,United Kingdom,0.0,0.0,0.016042780748663103,0.9494949494949495,0.9894736842105263,1.0208333333333333
5,16.528255813953486,6.593023255813954,253,360,3,13,12,0.0,2.9647058823529413,71,72,14.2,2,0,2,0.0232558139534883,86,5,17.2,26.0,3.0,4.0,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.06923282544774118,0.0,0.011811023622047244,0.8160919540229885,1.0,1.131578947368421
8,58.04270833333333,17.833333333333332,348,360,1,9,11,0.0,7.361702127659575,29,30,3.625,1,0,1,0.0208333333333333,48,8,6.0,,4.0,4.0,UK,Établi,Grand,Explorateur,Unknown,United Kingdom,0.061649659863945536,0.0,0.011461318051575931,0.5918367346938775,1.0,1.2972972972972974
5,21.2759375,9.25,349,360,2,16,11,0.0,11.161290322580646,20,21,4.0,1,0,1,0.03125,32,5,6.4,52.0,0.0,5.0,UK,Établi,Moyen,Explorateur,F,United Kingdom,0.09185606060606061,0.0,0.0,0.6060606060606061,1.0,1.28
3,21.0875,31.25,37,360,4,11,1,0.0,3.363636363636364,9,9,3.0,1,0,1,0.0833333333333333,12,3,4.0,,3.0,5.0,UK,Jeune,Grand,Modéré,Unknown,United Kingdom,0.23717948717948717,0.0,0.07894736842105263,0.6923076923076923,0.9,1.0
14,13.485858123569791,5.356979405034325,327,360,4,11,6,0.3020594965675057,0.7385321100917431,215,215,15.357142857142858,14,0,14,0.0320366132723112,437,14,31.214285714285715,,2.0,5.0,UK,Établi,Moyen,Explorateur,F,United Kingdom,0.0959635539115806,0.0,0.006097560975609756,0.4908675799086758,0.9953703703703703,1.908296943231441
10,7.234519056261344,7.756805807622505,334,360,0,15,11,0.3702359346642468,0.6,241,248,24.1,13,0,13,0.0235934664246823,551,10,55.1,65.0,4.0,3.0,UK,Établi,Moyen,Explorateur,Unknown,United Kingdom,0.07069491570004463,0.0,0.011940298507462687,0.4365942028985507,1.024793388429752,2.195219123505976
5,17.832117647058823,14.882352941176473,355,360,0,10,12,0.0,4.214285714285714,74,74,14.8,1,0,1,0.0117647058823529,85,5,17.0,,1.0,2.0,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.03502051983584127,0.0,0.0028089887640449437,0.8604651162790697,0.9866666666666667,1.0759493670886076
4,14.613965517241375,6.603448275862069,335,360,1,16,12,0.0,5.859649122807017,56,56,14.0,3,0,3,0.0517241379310344,58,4,14.5,35.0,1.0,5.0,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.1534190531852717,0.0,0.002976190476190476,0.9491525423728814,0.9824561403508771,0.9666666666666667
14,22.07639344262295,24.61748633879781,355,360,2,13,8,0.0,1.912087912087912,113,114,8.071428571428571,1,0,1,0.0054644808743169,183,14,13.071428571428571,66.0,1.0,5.0,UK,Établi,Grand,Explorateur,F,United Kingdom,0.016334046091708205,0.0,0.0028089887640449437,0.6141304347826086,1.0,1.4409448818897639
18,15.788945147679325,12.962025316455696,351,360,2,10,9,0.1097046413502109,1.4576271186440677,134,135,7.444444444444445,13,0,13,0.0548523206751054,237,18,13.166666666666666,56.0,2.0,3.0,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.164096018154097,0.0,0.005681818181818182,0.5630252100840336,1.0,1.5592105263157894
9,14.388064516129033,13.07258064516129,354,360,6,10,4,0.4274193548387097,2.845528455284553,106,106,11.77777777777778,1,0,1,0.0080645161290322,124,9,13.77777777777778,49.0,3.0,2.0,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.024064516129032203,0.0,0.008450704225352112,0.848,0.9906542056074766,1.0782608695652174
2,25.33230769230769,19.07692307692308,324,360,4,10,11,0.0,12.96,23,23,11.5,0,0,0,0.0,26,2,13.0,41.0,2.0,4.0,UK,Établi,Grand,Explorateur,Unknown,United Kingdom,0.0,0.0,0.006153846153846154,0.8518518518518519,0.9583333333333334,1.04
3,17.16472222222222,9.13888888888889,349,360,2,10,12,0.0,9.942857142857145,28,29,9.333333333333334,1,0,1,0.0277777777777777,36,3,12.0,,1.0,1.0,UK,Établi,Moyen,Explorateur,Unknown,United Kingdom,0.08183183183183176,0.0,0.002857142857142857,0.7567567567567568,1.0,1.161290322580645
4,15.239473684210529,10.026315789473683,270,360,6,14,9,0.5526315789473685,3.5866666666666664,67,68,16.75,2,0,2,0.0263157894736842,76,4,19.0,,1.0,5.0,UK,Établi,Moyen,Explorateur,F,United Kingdom,0.07826384142173615,0.0,0.0036900369003690036,0.8701298701298701,1.0,1.0704225352112675
9,38.61259259259259,19.51851851851852,358,360,0,10,3,0.1481481481481481,6.69811320754717,40,40,4.444444444444445,0,0,0,0.0,54,9,6.0,,0.0,5.0,UK,Établi,Grand,Explorateur,Unknown,United Kingdom,0.0,0.0,0.0,0.7272727272727273,0.975609756097561,1.1020408163265305
4,8.484098360655738,3.9836065573770494,167,360,6,13,2,0.4754098360655737,2.7666666666666666,57,57,14.25,0,0,0,0.0,61,4,15.25,54.0,3.0,1.0,UK,Jeune,Petit,Explorateur,F,United Kingdom,0.0,0.0,0.017857142857142856,0.9193548387096774,0.9827586206896551,1.0
8,8.977992831541219,3.996415770609319,357,360,1,17,12,0.0,1.2697841726618706,178,178,22.25,2,0,2,0.007168458781362,279,8,34.875,29.0,5.0,5.0,UK,Établi,Petit,Explorateur,M,United Kingdom,0.021454173067076285,0.0,0.013966480446927373,0.6357142857142857,0.994413407821229,1.5
11,47.4886301369863,21.273972602739725,95,360,2,11,12,0.1643835616438356,1.3055555555555556,51,51,4.636363636363637,4,0,4,0.0547945205479452,73,11,6.636363636363637,66.0,1.0,5.0,UK,Jeune,Grand,Explorateur,Unknown,United Kingdom,0.16290262865605332,0.0,0.010416666666666666,0.6891891891891891,0.9807692307692307,1.1774193548387097
3,16.125729166666666,9.135416666666666,333,360,0,10,8,0.3854166666666667,3.494736842105264,87,87,29.0,1,0,1,0.0104166666666666,96,3,32.0,72.0,3.0,5.0,Europe centrale,Établi,Moyen,Explorateur,Unknown,Austria,0.031035223367697526,0.0,0.008982035928143712,0.8969072164948454,0.9886363636363636,1.0666666666666667
5,16.555922330097086,7.009708737864078,357,360,3,11,8,0.0,3.480392156862745,86,87,17.2,5,0,5,0.0485436893203883,103,5,20.6,30.0,2.0,1.0,UK,Établi,Moyen,Explorateur,Unknown,United Kingdom,0.14469753547423445,0.0,0.00558659217877095,0.8269230769230769,1.0,1.131868131868132
2,17.285714285714285,9.714285714285714,203,360,2,12,12,0.0,33.833333333333336,7,7,3.5,0,0,0,0.0,7,2,3.5,40.0,0.0,3.0,UK,Établi,Moyen,Modéré,M,United Kingdom,0.0,0.0,0.0,0.875,0.875,0.7777777777777778
1,46.96666666666667,9.11111111111111,0,360,2,12,12,0.0,0.0,9,9,9.0,0,0,0,0.0,9,1,9.0,42.0,3.0,3.0,UK,Nouveau,Moyen,Modéré,Unknown,United Kingdom,0.0,0.0,3.0,0.9,0.9,0.9
22,24.207918781725887,13.857868020304569,352,360,2,11,2,0.0,0.8676844783715013,242,246,11.0,12,0,12,0.0304568527918781,394,22,17.90909090909091,52.0,2.0,1.0,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.09121634646276418,0.0,0.0056657223796034,0.6126582278481013,1.0123456790123457,1.4924242424242424
16,14.84431818181818,8.859848484848484,340,360,1,12,7,0.0,1.2775665399239544,187,187,11.6875,40,0,40,0.1515151515151515,264,16,16.5,58.0,1.0,3.0,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.4534019439679816,0.0,0.002932551319648094,0.7056603773584905,0.9946808510638298,1.3004926108374384
5,26.55699029126213,11.50485436893204,329,360,3,9,11,0.0,3.215686274509804,82,82,16.4,0,0,0,0.0,103,5,20.6,47.0,1.0,,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.0,0.0,0.0030303030303030303,0.7884615384615384,0.9879518072289156,1.1839080459770117
6,17.685769230769232,10.423076923076923,288,360,2,12,3,0.0,11.48,19,19,3.1666666666666665,1,0,1,0.0384615384615384,26,6,4.333333333333333,34.0,2.0,4.0,UK,Établi,Moyen,Modéré,Unknown,United Kingdom,0.11253561253561248,0.0,0.006920415224913495,0.7037037037037037,0.95,1.04
12,22.331446540880503,13.9874213836478,358,360,4,12,11,0.2452830188679245,2.240506329113924,104,104,8.666666666666666,2,0,2,0.0125786163522012,159,12,13.25,,3.0,1.0,UK,Établi,Moyen,Explorateur,Unknown,United Kingdom,0.0375786163522012,0.0,0.008356545961002786,0.65,0.9904761904761905,1.370689655172414
3,34.44777777777777,26.55555555555556,350,359,3,10,12,0.0,43.75,8,8,2.6666666666666665,1,0,1,0.1111111111111111,9,3,3.0,79.0,2.0,,UK,Établi,Grand,Modéré,Unknown,United Kingdom,0.3111111111111111,0.0,0.005698005698005698,0.8,0.8888888888888888,0.8181818181818182
3,36.79071428571429,26.785714285714285,273,359,2,14,9,0.0,10.074074074074074,24,25,8.0,0,0,0,0.0,28,3,9.333333333333334,,,5.0,UK,Établi,Grand,Explorateur,F,United Kingdom,0.0,0.0,,0.8275862068965517,1.0,1.0370370370370372
2,12.839545454545457,3.696969696969697,119,359,2,13,12,0.0,1.8307692307692307,62,62,31.0,0,0,0,0.0,66,2,33.0,,4.0,2.0,UK,Jeune,Petit,Explorateur,F,United Kingdom,0.0,0.0,0.03333333333333333,0.9253731343283582,0.9841269841269841,1.03125
9,17.642051282051284,14.82051282051282,299,359,1,13,5,0.1538461538461538,7.7894736842105265,32,32,3.555555555555556,2,0,2,0.0512820512820512,39,9,4.333333333333333,42.0,1.0,,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.1512820512820512,0.0,0.0033333333333333335,0.8,0.9696969696969697,0.9512195121951219
5,15.60510638297872,14.170212765957446,232,359,2,13,12,0.0,5.0,34,34,6.8,1,0,1,0.0212765957446808,47,5,9.4,39.0,5.0,3.0,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.06294326241134746,0.0,0.02145922746781116,0.7083333333333334,0.9714285714285714,1.2051282051282053
2,26.83242424242424,11.363636363636363,356,359,1,14,12,0.0,11.125,28,28,14.0,0,0,0,0.0,33,2,16.5,30.0,2.0,3.0,UK,Établi,Moyen,Explorateur,F,United Kingdom,0.0,0.0,0.0056022408963585435,0.8235294117647058,0.9655172413793104,1.1
3,15.886578947368426,9.394736842105264,337,359,4,10,11,0.0,9.108108108108109,34,34,11.333333333333334,3,0,3,0.0789473684210526,38,3,12.666666666666666,,0.0,4.0,UK,Établi,Moyen,Explorateur,Unknown,United Kingdom,0.23279352226720645,0.0,0.0,0.8717948717948718,0.9714285714285714,1.027027027027027
1,7.135813953488372,3.488372093023256,0,359,2,14,12,0.0,0.0,39,39,39.0,0,0,0,0.0,43,1,43.0,36.0,1.0,2.0,UK,Nouveau,Petit,Explorateur,F,United Kingdom,0.0,0.0,1.0,0.8863636363636364,0.975,1.075
1,14.88,8.0,0,359,2,14,12,0.0,0.0,5,5,5.0,0,0,0,0.0,5,1,5.0,66.0,2.0,1.0,UK,Nouveau,Moyen,Modéré,M,United Kingdom,0.0,0.0,2.0,0.8333333333333334,0.8333333333333334,0.8333333333333334
4,14.108390804597702,20.03448275862069,323,359,4,14,3,0.0,3.744186046511628,76,75,19.0,0,0,0,0.0,87,4,21.75,53.0,3.0,5.0,UK,Établi,Grand,Explorateur,M,United Kingdom,0.0,0.0,0.009259259259259259,0.8636363636363636,0.974025974025974,1.0875
1,-113.72,-28.0,0,359,2,14,12,0.0,0.0,2,2,2.0,2,0,2,1.0,2,1,2.0,29.0,2.0,3.0,Moyen-Orient,Nouveau,Petit,Spécialisé,M,Israel,2.333333333333333,0.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
4,15.858823529411763,13.126050420168069,253,359,2,14,3,0.0,2.135593220338983,102,101,25.5,0,0,0,0.0,119,4,29.75,,0.0,5.0,UK,Établi,Moyen,Explorateur,F,United Kingdom,0.0,0.0,0.0,0.85,0.9805825242718447,1.1226415094339623
3,16.452468085106382,9.136170212765958,269,359,4,14,4,0.3617021276595745,1.1452991452991452,185,186,61.66666666666666,0,0,0,0.0,235,3,78.33333333333333,58.0,0.0,1.0,UK,Établi,Moyen,Explorateur,Unknown,United Kingdom,0.0,0.0,0.0,0.7838983050847458,1.0,1.2500000000000002
7,9.46269230769231,2.644230769230769,298,359,0,13,2,0.1826923076923076,2.8737864077669903,79,79,11.285714285714286,1,0,1,0.0096153846153846,104,7,14.857142857142858,,2.0,5.0,UK,Établi,Petit,Explorateur,Unknown,United Kingdom,0.02866300366300365,0.0,0.006688963210702341,0.7523809523809524,0.9875,1.2093023255813953
3,7.453666666666667,11.0,75,359,1,13,3,0.0,1.271186440677966,48,48,16.0,0,0,0,0.0,60,3,20.0,29.0,1.0,,UK,Jeune,Moyen,Explorateur,Unknown,United Kingdom,0.0,0.0,0.013157894736842105,0.7868852459016393,0.9795918367346939,1.1764705882352942
4,17.330877192982456,13.385964912280702,288,359,4,10,5,0.0,5.107142857142857,47,47,11.75,0,0,0,0.0,57,4,14.25,26.0,2.0,1.0,UK,Établi,Moyen,Explorateur,F,United Kingdom,0.0,0.0,0.006920415224913495,0.8103448275862069,0.9791666666666666,1.1176470588235294
5,24.55595238095238,17.523809523809526,323,359,1,10,4,0.0,3.879518072289157,59,61,11.8,0,0,0,0.0,84,5,16.8,24.0,2.0,1.0,UK,Établi,Grand,Explorateur,F,United Kingdom,0.0,0.0,0.006172839506172839,0.6941176470588235,1.0166666666666666,1.3125
7,17.148874172185426,10.149006622516556,342,359,2,15,8,0.0,1.1262458471760797,213,216,30.428571428571427,0,0,0,0.0,302,7,43.142857142857146,45.0,2.0,5.0,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.0,0.0,0.0058309037900874635,0.7029702970297029,1.0093457943925233,1.3727272727272728
3,27.048333333333336,22.73333333333333,193,359,2,15,12,0.0,6.620689655172414,23,23,7.666666666666667,0,0,0,0.0,30,3,10.0,31.0,0.0,,UK,Établi,Grand,Explorateur,Unknown,United Kingdom,0.0,0.0,0.0,0.7419354838709677,0.9583333333333334,1.1538461538461537
21,36.8102358490566,20.900943396226417,354,359,4,14,12,0.0047169811320754,1.6350710900473933,93,94,4.428571428571429,8,0,8,0.0377358490566037,212,21,10.095238095238097,,0.0,3.0,UK,Établi,Grand,Explorateur,Unknown,United Kingdom,0.11285321994862248,0.0,0.0,0.43661971830985913,1.0,1.8596491228070178
1,80.64,192.0,0,359,2,16,12,0.0,,1,1,1.0,0,0,0,0.0,1,1,1.0,69.0,2.0,5.0,UK,Nouveau,Grand,Spécialisé,M,United Kingdom,0.0,0.0,2.0,0.5,0.5,0.5
27,24.14927738927739,12.804195804195803,348,359,1,10,8,0.0069930069930069,0.794392523364486,185,188,6.851851851851852,6,0,6,0.0139860139860139,429,27,15.88888888888889,36.0,2.0,1.0,UK,Établi,Moyen,Explorateur,F,United Kingdom,0.04189299073019995,0.0,0.0057306590257879654,0.43023255813953487,1.010752688172043,2.0235849056603774
4,4.022972972972973,3.1486486486486487,323,359,4,13,11,0.0,2.197278911564626,137,137,34.25,1,0,1,0.0067567567567567,148,4,37.0,75.0,2.0,5.0,Europe continentale,Établi,Petit,Explorateur,F,France,0.02017957554870301,0.0,0.006172839506172839,0.9194630872483222,0.9927536231884058,1.049645390070922
3,89.743,48.7,350,359,0,14,11,0.0,38.77777777777778,8,8,2.6666666666666665,4,0,4,0.4,10,3,3.333333333333333,64.0,3.0,3.0,UK,Établi,Grand,Modéré,Unknown,United Kingdom,1.1272727272727274,0.0,0.008547008547008548,0.7272727272727273,0.8888888888888888,0.9090909090909091
1,-102.0,-12.0,0,359,2,16,12,0.0,,1,1,1.0,1,0,1,1.0,1,1,1.0,,1.0,2.0,UK,Nouveau,Petit,Spécialisé,Unknown,United Kingdom,2.0,0.0,1.0,0.5,0.5,0.5
6,17.254722222222224,8.75,327,359,3,15,8,0.1805555555555555,4.577464788732394,60,60,10.0,2,0,2,0.0277777777777777,72,6,12.0,,4.0,4.0,UK,Établi,Moyen,Explorateur,F,United Kingdom,0.08257229832572291,0.0,0.012195121951219513,0.821917808219178,0.9836065573770492,1.0909090909090908
19,18.40430693069307,21.282178217821784,347,359,3,11,11,0.0841584158415841,1.6865671641791045,83,83,4.368421052631579,15,0,15,0.0742574257425742,202,19,10.63157894736842,,1.0,,UK,Établi,Grand,Explorateur,F,United Kingdom,0.2220406769741013,0.0,0.0028735632183908046,0.4088669950738916,0.9880952380952381,1.980392156862745
2,-4.81,-1.0,167,359,2,17,12,0.0,41.75,5,5,2.5,5,0,5,1.0,5,2,2.5,,0.0,3.0,UK,Jeune,Petit,Modéré,M,United Kingdom,2.666666666666667,0.0,0.0,0.8333333333333334,0.8333333333333334,0.7142857142857143
2,18.875263157894736,7.421052631578948,308,359,3,10,10,0.0,17.11111111111111,19,19,9.5,2,0,2,0.1052631578947368,19,2,9.5,,3.0,4.0,UK,Établi,Moyen,Modéré,M,United Kingdom,0.3052631578947368,0.0,0.009708737864077669,0.95,0.95,0.9047619047619048
2,6.301639344262296,3.721311475409836,253,359,2,17,12,0.0,4.216666666666667,52,52,26.0,0,0,0,0.0,61,2,30.5,42.0,1.0,5.0,UK,Établi,Petit,Explorateur,M,United Kingdom,0.0,0.0,0.003937007874015748,0.8387096774193549,0.9811320754716981,1.1296296296296295
1,27.105,7.9,0,359,3,8,12,0.0,0.0,10,10,10.0,0,0,0,0.0,10,1,10.0,69.0,4.0,5.0,UK,Nouveau,Moyen,Modéré,M,United Kingdom,0.0,0.0,4.0,0.9090909090909091,0.9090909090909091,0.9090909090909091
16,17.46362068965517,16.2183908045977,341,359,2,13,11,0.0,1.9364161849710984,140,140,8.75,2,0,2,0.0114942528735632,174,16,10.875,76.0,2.0,2.0,UK,Établi,Grand,Explorateur,Unknown,United Kingdom,0.03435139573070606,0.0,0.005847953216374269,0.8,0.9929078014184397,1.1153846153846154
9,15.852370370370371,7.42962962962963,294,359,1,13,10,0.0,2.1791044776119404,101,102,11.22222222222222,11,0,11,0.0814814814814814,135,9,15.0,38.0,2.0,5.0,UK,Établi,Moyen,Explorateur,Unknown,United Kingdom,0.24324618736383435,0.0,0.006779661016949152,0.7426470588235294,1.0,1.2272727272727275
14,16.323333333333334,7.245614035087719,357,359,3,9,11,0.0,3.1150442477876106,74,74,5.285714285714286,4,0,4,0.0350877192982456,114,14,8.142857142857142,53.0,3.0,,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.10465293668954995,0.0,0.008379888268156424,0.6434782608695652,0.9866666666666667,1.2954545454545454
11,23.606923076923074,12.804733727810651,358,359,0,15,12,0.1183431952662721,2.1011904761904763,75,77,6.818181818181818,0,0,0,0.0,169,11,15.363636363636363,70.0,1.0,3.0,UK,Établi,Moyen,Explorateur,Unknown,United Kingdom,0.0,0.0,0.002785515320334262,0.4411764705882353,1.013157894736842,1.9651162790697674
