Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMin,MonetaryMax,TotalQuantity,AvgQuantityPerTransaction,MinQuantity,MaxQuantity,FirstPurchaseDaysAgo,PreferredDayOfWeek,PreferredHour,PreferredMonth,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueDescriptions,AvgProductsPerTransaction,UniqueCountries,NegativeQuantityCount,ZeroPriceCount,ReturnRatio,TotalTransactions,UniqueInvoices,AvgLinesPerInvoice,Age,SupportTicketsCount,SatisfactionScore,AgeCategory,SpendingCategory,FavoriteSeason,PreferredTimeOfDay,Region,LoyaltyLevel,WeekendPreference,BasketSizeCategory,ProductDiversity,Country,Churn,RegYear,RegMonth,GeoIP,CountryMismatch,MonetaryPerDay,AvgBasketValue,TenureRatio,CancelRate,ProductsPerTrans
1,-152.64,-152.64,0.0,-152.64,-152.64,-144,-144.0,-144,-144,365,3,15,12,0.0,,1,1.0,1,1,0,1.0,1,1,1.0,80.0,1.0,2.0,65+,Low,Hiver,Après-midi,UK,Nouveau,Inconnu,Petit,Spécialisé,United Kingdom,1,2010,10,Singapore,1.0,-152.64,-76.32,365.0,0.5,0.5
9,2171.32,15.6210071942446,7.742460127974907,-20.85,47.7,1061,7.633093525179856,-3,48,365,3,15,8,0.0,2.4855072463768115,117,13.0,1,6,0,0.0431654676258992,139,9,15.444444444444445,36.0,3.0,3.0,35-44,VIP,Été,Après-midi,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,0,2010,10,South Korea,1.0,6.221547277936963,217.132,0.04871060171919771,0.04285714285714286,0.8357142857142857
9,3617.5699999999993,33.18871559633027,22.307254512615128,-10.2,99.6,1588,14.568807339449542,-12,40,365,1,15,3,0.0,2.990740740740741,76,8.222222222222221,1,1,0,0.0091743119266055,109,9,12.11111111111111,45.0,1.0,5.0,45-54,VIP,Printemps,Après-midi,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,0,2010,5,,,11.062905198776756,361.75699999999995,0.11926605504587157,0.00909090909090909,0.6727272727272727
6,2508.89,17.18417808219178,11.557558073837958,-15.9,81.6,1261,8.636986301369863,-2,36,365,1,11,11,0.0,2.393103448275862,118,19.666666666666668,1,4,0,0.0273972602739726,146,6,24.33333333333333,75.0,1.0,3.0,65+,VIP,Automne,Matin,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,0,2010,12,Norway,1.0,7.188796561604584,358.41285714285715,0.04871060171919771,0.027210884353741496,0.8027210884353742
11,2545.38,18.31208633093525,11.028716171807584,-15.9,51.0,1312,9.43884892086331,-3,25,365,2,12,9,0.0,2.246376811594203,100,8.818181818181818,1,12,0,0.0863309352517985,139,11,12.636363636363637,,3.0,4.0,Inconnu,VIP,Automne,Midi,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,0,2010,2,China,1.0,8.055,212.115,0.15822784810126583,0.08571428571428572,0.6928571428571428
7,459.9,5.896153846153846,9.852605460772006,-51.0,30.0,129,1.6538461538461535,-12,24,365,6,12,1,0.9743589743589745,2.467532467532468,55,7.857142857142857,1,3,0,0.0384615384615384,78,7,11.142857142857142,43.0,1.0,1.0,35-44,Medium,Hiver,Midi,UK,Établi,Weekend,Petit,Explorateur,United Kingdom,1,2010,10,China,1.0,2.3829015544041448,57.4875,0.8963730569948186,0.0379746835443038,0.6962025316455697
1,-7.5,-2.5,1.472243186433546,-4.2,-1.65,-4,-1.3333333333333333,-2,-1,365,3,15,12,0.0,0.0,3,3.0,1,3,0,1.0,3,1,3.0,54.0,3.0,4.0,45-54,Low,Hiver,Après-midi,Europe continentale,Nouveau,Inconnu,Petit,Spécialisé,Germany,1,2010,3,United States,1.0,-7.5,-3.75,365.0,0.75,0.75
5,1005.5,16.217741935483872,11.907675361819154,-15.0,76.5,476,7.67741935483871,-4,25,365,3,15,7,0.0,5.377049180327869,53,10.4,1,5,0,0.0806451612903225,62,5,12.4,,3.0,4.0,Inconnu,High,Été,Après-midi,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,0,2010,9,,,3.046969696969697,167.58333333333334,0.10606060606060606,0.07936507936507936,0.8253968253968254
2,894.41,17.20019230769231,5.660942030101966,10.2,38.25,240,4.615384615384615,1,12,365,0,13,10,0.0,5.96078431372549,52,26.0,1,0,0,0.0,52,2,26.0,70.0,4.0,2.0,65+,High,Automne,Midi,UK,Établi,Inconnu,Petit,Explorateur,United Kingdom,0,2010,10,Switzerland,1.0,2.9324918032786886,298.13666666666666,0.19672131147540983,0.0,0.9811320754716981
9,1343.34,15.99214285714286,10.379283359831897,-17.700000000000003,39.8,548,6.523809523809524,-6,24,365,3,13,1,0.0,3.132530120481928,51,5.666666666666667,1,7,0,0.0833333333333333,84,9,9.333333333333334,79.0,3.0,,65+,High,Hiver,Midi,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,1,2010,12,Japan,1.0,5.069207547169811,134.334,0.38113207547169814,0.08235294117647059,0.6
3,441.6000000000001,63.085714285714296,256.3204386347386,-415.00000000000006,415.00000000000006,92,13.142857142857142,-100,100,365,3,16,12,0.0,23.166666666666668,5,1.6666666666666667,1,1,0,0.1428571428571428,7,3,2.333333333333333,40.0,3.0,4.0,35-44,Medium,Hiver,Après-midi,UK,Jeune,Inconnu,Moyen,Modéré,United Kingdom,1,2010,1,United States,1.0,3.131914893617022,110.40000000000002,1.5957446808510638,0.125,0.625
5,981.65,6.500993377483444,10.011846366844088,0.42,78.96000000000001,298,1.9735099337748343,1,24,365,3,14,4,0.0,2.2266666666666666,89,17.8,1,0,0,0.0,151,5,30.2,80.0,0.0,5.0,65+,High,Printemps,Après-midi,UK,Établi,Inconnu,Petit,Explorateur,United Kingdom,0,2009,12,,,2.912908011869436,163.60833333333332,0.08605341246290801,0.0,0.5855263157894737
22,3457.78,8.292038369304557,8.927900703933345,-51.0,51.0,1954,4.685851318944844,-18,36,365,1,17,9,0.0,0.84375,244,11.136363636363637,1,6,0,0.014388489208633,417,22,18.954545454545453,,3.0,,Inconnu,VIP,Automne,Après-midi,UK,Établi,Inconnu,Petit,Explorateur,United Kingdom,0,2010,10,Japan,1.0,9.658603351955307,150.33826086956523,0.0223463687150838,0.014354066985645933,0.5861244019138756
12,2664.26,7.81307917888563,9.44228696544592,-1.25,102.0,1613,4.730205278592376,-1,40,365,3,17,11,0.0,1.0294117647058822,148,12.166666666666666,1,2,0,0.0058651026392961,341,12,28.416666666666668,29.0,2.0,1.0,25-34,VIP,Automne,Après-midi,UK,Établi,Inconnu,Petit,Explorateur,United Kingdom,0,2010,10,Vietnam,1.0,7.483876404494382,204.94307692307694,0.025280898876404494,0.005847953216374269,0.4269005847953216
18,3250.6400000000003,9.340919540229883,8.001232092756283,-41.5,59.8,1444,4.149425287356322,-10,40,365,3,19,10,0.2011494252873563,1.0172910662824208,197,10.88888888888889,1,1,0,0.0028735632183908,348,18,19.33333333333333,70.0,4.0,1.0,65+,VIP,Automne,Soir,UK,Établi,Semaine,Petit,Explorateur,United Kingdom,0,2010,7,South Africa,1.0,8.905863013698632,171.0863157894737,0.0027397260273972603,0.0028653295128939827,0.5616045845272206
15,2763.41,4.515375816993464,6.46311632960094,-43.56,85.0,1544,2.522875816993464,-121,121,365,3,19,4,0.2549019607843137,0.5793780687397708,396,26.2,1,1,0,0.0016339869281045,612,15,40.8,18.0,1.0,3.0,18-24,VIP,Printemps,Soir,UK,Établi,Semaine,Petit,Explorateur,United Kingdom,0,2010,11,Türkiye,1.0,7.654875346260387,172.713125,0.0110803324099723,0.0016313213703099511,0.6411092985318108
20,8986.689999999999,14.196982622432856,20.25362600513079,-17.4,207.50000000000003,4483,7.082148499210111,-18,100,365,3,15,10,0.0,0.5506329113924051,339,16.7,1,7,0,0.0110584518167456,633,20,31.65,,1.0,2.0,Inconnu,VIP,Automne,Après-midi,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,0,2010,3,Uruguay,1.0,25.10248603351955,427.93761904761897,0.019553072625698324,0.011041009463722398,0.526813880126183
10,2385.0,6.053299492385787,5.552067654793969,0.55,39.8,1526,3.873096446700508,1,72,365,3,17,12,0.0,0.9185750636132316,308,30.6,1,0,0,0.0,394,10,39.4,75.0,,3.0,65+,VIP,Hiver,Après-midi,UK,Établi,Inconnu,Petit,Explorateur,United Kingdom,0,2010,9,United States,1.0,6.552197802197802,216.8181818181818,0.0027472527472527475,0.0,0.7746835443037975
20,5452.17,17.759511400651466,12.345965818141275,-23.4,102.0,3337,10.86970684039088,-36,48,365,3,12,10,0.0,1.0980392156862746,221,11.0,1,6,0,0.019543973941368,307,20,15.35,18.0,2.0,,18-24,VIP,Automne,Midi,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,0,2010,3,United States,1.0,15.942017543859649,259.62714285714287,0.06725146198830409,0.01948051948051948,0.7142857142857143
14,2201.05,17.468650793650795,18.039085313980845,-13.9,97.8,1730,13.73015873015873,-7,72,365,1,13,7,0.1031746031746031,2.56,79,5.642857142857143,1,11,0,0.0873015873015873,126,14,9.0,64.0,0.0,2.0,55-64,VIP,Été,Midi,UK,Établi,Semaine,Moyen,Explorateur,United Kingdom,0,2010,8,Canada,1.0,6.7310397553516825,146.73666666666668,0.1162079510703364,0.08661417322834646,0.6220472440944882
3,841.0799999999999,33.6432,24.242211587779416,9.9,76.32000000000001,295,11.8,1,72,365,4,17,11,0.0,13.625,18,5.666666666666667,1,0,0,0.0,25,3,8.333333333333334,,2.0,2.0,Inconnu,High,Automne,Après-midi,UK,Établi,Inconnu,Moyen,Modéré,United Kingdom,0,2010,12,China,1.0,2.5564741641337383,210.26999999999998,0.1094224924012158,0.0,0.6538461538461539
5,1995.46,9.070272727272728,8.535989504460357,0.19,50.8,1247,5.668181818181818,1,48,365,4,11,12,0.2909090909090909,1.634703196347032,190,38.0,1,0,0,0.0,220,5,44.0,,2.0,4.0,Inconnu,High,Hiver,Matin,UK,Établi,Semaine,Moyen,Explorateur,United Kingdom,0,2010,10,United States,1.0,5.542944444444444,332.57666666666665,0.013888888888888888,0.0,0.8597285067873304
11,5423.15,20.858269230769228,14.381825473238052,-13.65,104.0,2627,10.103846153846154,-12,50,365,4,12,2,0.0769230769230769,1.3629343629343629,167,14.909090909090908,1,2,0,0.0076923076923076,260,11,23.63636363636364,79.0,1.0,5.0,65+,VIP,Hiver,Midi,UK,Établi,Semaine,Moyen,Explorateur,United Kingdom,0,2011,1,United States,1.0,15.233567415730336,451.9291666666666,0.025280898876404494,0.007662835249042145,0.6283524904214559
1,458.92,17.650769230769228,5.7915890206933165,10.08,30.6,314,12.076923076923077,2,36,365,4,10,12,0.0,0.0,26,26.0,1,0,0,0.0,26,1,26.0,71.0,0.0,1.0,65+,Medium,Hiver,Matin,UK,Nouveau,Inconnu,Moyen,Explorateur,United Kingdom,1,2010,9,United States,1.0,458.92,229.46,365.0,0.0,0.9629629629629629
3,534.8500000000001,17.253225806451617,12.551081331130206,2.88,76.32000000000001,379,12.225806451612904,1,72,365,4,10,3,0.0,8.566666666666666,30,10.0,1,0,0,0.0,31,3,10.333333333333334,65.0,4.0,2.0,65+,High,Printemps,Matin,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,1,2011,1,United States,1.0,2.0650579150579156,133.71250000000003,0.41312741312741313,0.0,0.9375
14,1965.55,10.345,7.684545457532859,0.95,58.0,836,4.4,1,40,365,6,14,10,0.3421052631578947,1.7513227513227514,121,8.642857142857142,1,0,0,0.0,190,14,13.571428571428571,42.0,3.0,2.0,35-44,High,Automne,Après-midi,UK,Établi,Semaine,Petit,Explorateur,United Kingdom,0,2010,2,Australia,1.0,5.7980825958702065,131.03666666666666,0.07964601769911504,0.0,0.6335078534031413
14,18793.41,67.84624548736463,71.56992784741679,-75.0,475.2000000000001,8366,30.20216606498195,-60,160,365,0,10,9,0.0,1.2173913043478262,109,7.785714285714286,1,3,0,0.0108303249097472,277,14,19.785714285714285,57.0,2.0,4.0,55-64,VIP,Automne,Matin,Europe continentale,Établi,Inconnu,Grand,Explorateur,France,0,2010,4,United Kingdom,1.0,54.951491228070175,1252.894,0.07017543859649122,0.01079136690647482,0.3920863309352518
6,1058.06,5.13621359223301,4.226271058107233,0.42,30.0,487,2.3640776699029127,1,24,365,1,11,11,0.0,1.7121951219512197,112,18.666666666666668,1,0,0,0.0,206,6,34.333333333333336,62.0,0.0,,55-64,High,Automne,Matin,UK,Établi,Inconnu,Petit,Explorateur,United Kingdom,0,2010,9,Germany,1.0,2.980450704225352,151.15142857142857,0.030985915492957747,0.0,0.5410628019323671
1,182.25,6.284482758620689,5.241457394252438,0.95,23.4,110,3.793103448275862,1,36,365,4,11,12,0.0,0.0,28,28.0,1,0,0,0.0,29,1,29.0,70.0,1.0,5.0,65+,Medium,Hiver,Matin,UK,Nouveau,Inconnu,Petit,Explorateur,United Kingdom,1,2010,9,United Kingdom,0.0,182.25,91.125,365.0,0.0,0.9333333333333333
6,295.61,7.39025,6.68680962887538,-9.95,34.0,183,4.575,-1,48,365,4,16,12,0.0,1.358974358974359,35,5.833333333333333,1,2,0,0.05,40,6,6.666666666666667,18.0,0.0,2.0,18-24,Medium,Hiver,Après-midi,UK,Jeune,Inconnu,Petit,Explorateur,United Kingdom,1,2010,8,United States,1.0,5.374727272727273,42.230000000000004,5.636363636363637,0.04878048780487805,0.8536585365853658
1,203.1,4.953658536585366,5.915280955329831,0.65,29.85,87,2.1219512195121952,1,12,365,4,11,12,0.0,0.0,37,37.0,1,0,0,0.0,41,1,41.0,33.0,3.0,2.0,25-34,Medium,Hiver,Matin,UK,Nouveau,Inconnu,Petit,Explorateur,United Kingdom,1,2010,10,South Korea,1.0,203.1,101.55,365.0,0.0,0.8809523809523809
21,8568.24,107.103,107.68195628736235,-19.8,504.0,8873,110.9125,-12,480,365,1,9,7,0.0,4.177215189873418,14,0.6666666666666666,1,7,0,0.0875,80,21,3.809523809523809,,2.0,4.0,Inconnu,VIP,Été,Matin,UK,Établi,Inconnu,Grand,Modéré,United Kingdom,0,2010,9,The Netherlands,1.0,24.980291545189505,389.4654545454545,0.0641399416909621,0.08641975308641975,0.1728395061728395
2,147.2,5.257142857142857,4.015979984772739,1.25,17.700000000000003,46,1.6428571428571428,1,6,365,4,11,12,0.0,6.962962962962963,27,13.5,1,0,0,0.0,28,2,14.0,56.0,0.0,3.0,55-64,Medium,Hiver,Matin,UK,Établi,Inconnu,Petit,Explorateur,United Kingdom,1,2010,11,United States,1.0,0.7788359788359788,49.06666666666666,0.9312169312169312,0.0,0.9310344827586207
3,935.06,17.315925925925924,10.887587101836194,-34.0,45.0,410,7.592592592592593,-4,24,365,4,11,12,0.0,2.0754716981132075,51,17.0,1,1,0,0.0185185185185185,54,3,18.0,80.0,1.0,5.0,65+,High,Hiver,Matin,UK,Jeune,Inconnu,Moyen,Explorateur,United Kingdom,1,2010,7,United States,1.0,8.423963963963963,233.765,2.2882882882882885,0.01818181818181818,0.9272727272727272
21,2916.1700000000005,27.253925233644864,61.456775541179226,-89.25,272.0,600,5.607476635514018,-8,64,365,3,10,3,0.102803738317757,3.320754716981132,43,2.0476190476190474,1,35,0,0.3271028037383177,107,21,5.095238095238095,22.0,3.0,2.0,18-24,VIP,Printemps,Matin,UK,Établi,Semaine,Moyen,Explorateur,United Kingdom,0,2010,4,United Kingdom,0.0,8.07803324099723,132.55318181818186,0.0110803324099723,0.32407407407407407,0.39814814814814814
4,1153.62,18.0253125,23.09531609001312,5.04,102.0,800,12.5,2,40,365,4,12,7,0.0,5.603174603174603,51,12.5,1,0,0,0.0,64,4,16.0,39.0,1.0,1.0,35-44,High,Été,Midi,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,0,2010,2,United Kingdom,0.0,3.2405056179775276,230.724,0.028089887640449437,0.0,0.7692307692307693
8,1418.03,3.751402116402117,4.302456936988146,0.12,44.46,848,2.243386243386244,1,114,365,3,13,12,0.2407407407407407,0.7798408488063661,227,28.75,1,0,0,0.0,378,8,47.25,46.0,2.0,1.0,45-54,High,Hiver,Midi,UK,Établi,Semaine,Petit,Explorateur,United Kingdom,0,2010,9,Germany,1.0,4.774511784511785,157.55888888888887,0.22895622895622897,0.0,0.6068601583113457
10,3450.24,20.910545454545453,33.15394661152994,-162.0,175.2,1649,9.993939393939394,-36,36,365,1,10,10,0.0,2.182926829268293,134,13.3,1,5,0,0.0303030303030303,165,10,16.5,72.0,1.0,4.0,65+,VIP,Automne,Matin,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,0,2010,3,United States,1.0,9.504793388429752,313.6581818181818,0.005509641873278237,0.030120481927710843,0.8012048192771084
6,1573.41,15.8930303030303,5.980080105692642,-9.9,33.0,979,9.88888888888889,-2,48,365,2,10,5,0.0,2.53061224489796,81,13.333333333333334,1,2,0,0.0202020202020202,99,6,16.5,,2.0,1.0,Inconnu,High,Printemps,Matin,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,1,2010,10,Australia,1.0,6.2685657370517935,224.77285714285716,0.4541832669322709,0.02,0.8
15,2380.08,17.24695652173913,5.93340790404301,-12.75,35.7,1024,7.420289855072464,-3,48,365,2,11,12,0.1666666666666666,2.591240875912409,110,7.333333333333333,1,1,0,0.0072463768115942,138,15,9.2,29.0,3.0,,25-34,VIP,Hiver,Matin,UK,Établi,Semaine,Moyen,Explorateur,United Kingdom,0,2010,9,United States,1.0,6.629749303621169,148.755,0.016713091922005572,0.007194244604316547,0.7913669064748201
17,3348.4800000000005,9.649798270893372,11.389390495331238,-39.8,62.5,1828,5.268011527377522,-48,50,364,6,13,1,0.4582132564841498,0.9508670520231214,236,14.0,1,28,0,0.0806916426512968,347,17,20.41176470588235,43.0,1.0,3.0,35-44,VIP,Hiver,Midi,UK,Établi,Semaine,Moyen,Explorateur,United Kingdom,0,2010,10,United States,1.0,9.965714285714288,186.0266666666667,0.08630952380952381,0.08045977011494253,0.6839080459770115
19,6854.51,100.80161764705883,149.79395024559565,-61.2,810.0,2915,42.86764705882353,-24,648,364,3,12,12,0.0147058823529411,5.298507462686567,41,2.1578947368421053,1,4,0,0.0588235294117647,68,19,3.5789473684210527,33.0,2.0,,25-34,VIP,Hiver,Midi,UK,Établi,Semaine,Grand,Explorateur,United Kingdom,0,2010,10,United States,1.0,18.93511049723757,342.7255,0.008287292817679558,0.057971014492753624,0.5942028985507246
8,2688.48,21.681290322580644,13.1230974288241,-14.75,71.4,1788,14.419354838709678,-5,48,364,4,12,3,0.2016129032258064,2.5121951219512195,61,7.625,1,1,0,0.0080645161290322,124,8,15.5,,1.0,2.0,Inconnu,VIP,Printemps,Midi,UK,Établi,Semaine,Moyen,Explorateur,United Kingdom,0,2010,12,United States,1.0,8.589392971246006,298.72,0.16613418530351437,0.008,0.488
8,438.24,13.695,28.2014154300465,-40.8,100.8,199,6.21875,-48,48,364,0,16,1,0.0,1.6451612903225807,26,3.25,1,3,0,0.09375,32,8,4.0,54.0,2.0,1.0,45-54,Medium,Hiver,Après-midi,UK,Jeune,Inconnu,Moyen,Explorateur,United Kingdom,1,2010,11,United States,1.0,8.26867924528302,48.693333333333335,5.886792452830188,0.09090909090909091,0.7878787878787878
2,305.71,20.380666666666663,13.562675919420846,-6.24,56.0,128,8.533333333333333,-3,20,364,4,13,12,0.0,25.785714285714285,14,7.0,1,1,0,0.0666666666666666,15,2,7.5,39.0,2.0,,35-44,Medium,Hiver,Midi,Europe continentale,Établi,Inconnu,Moyen,Modéré,Portugal,0,2010,10,China,1.0,0.8445027624309391,101.90333333333332,0.008287292817679558,0.0625,0.875
1,272.81999999999994,5.93086956521739,4.537624354506299,0.55,17.700000000000003,177,3.847826086956522,1,12,364,4,13,12,0.0,0.0,41,41.0,1,0,0,0.0,46,1,46.0,74.0,3.0,1.0,65+,Medium,Hiver,Midi,UK,Nouveau,Inconnu,Petit,Explorateur,United Kingdom,1,2010,10,,,272.81999999999994,136.40999999999997,364.0,0.0,0.8723404255319149
13,2963.19,13.592614678899082,79.56979240086783,-734.4000000000001,734.4000000000001,1791,8.215596330275229,-96,192,364,4,12,12,0.1926605504587156,1.6036866359447004,96,7.384615384615385,1,40,0,0.1834862385321101,218,13,16.76923076923077,46.0,1.0,1.0,45-54,VIP,Hiver,Midi,UK,Établi,Semaine,Moyen,Explorateur,United Kingdom,0,2010,11,United States,1.0,8.3943059490085,211.65642857142856,0.0339943342776204,0.182648401826484,0.4383561643835616
2,309.04,9.969032258064518,7.12492636445632,1.65,24.96,337,10.870967741935484,1,96,364,6,12,9,0.7741935483870968,9.6,24,12.0,1,0,0,0.0,31,2,15.5,31.0,0.0,4.0,25-34,Medium,Automne,Midi,UK,Établi,Weekend,Moyen,Explorateur,United Kingdom,0,2010,12,Canada,1.0,1.0693425605536333,103.01333333333334,0.2629757785467128,0.0,0.75
27,10158.54,26.11449871465296,34.422689368630095,-102.0,285.6,5698,14.647814910025708,-12,96,364,2,12,8,0.0,0.8376288659793815,193,7.074074074074074,1,19,0,0.0488431876606683,389,27,14.407407407407408,45.0,2.0,5.0,45-54,VIP,Été,Midi,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,0,2010,1,,,30.41479041916168,362.805,0.09281437125748503,0.04871794871794872,0.4897435897435897
14,3198.25,6.775953389830509,5.383949641183461,0.55,33.9,1905,4.036016949152542,1,50,364,2,13,9,0.0,0.7112526539278131,307,21.642857142857142,1,0,0,0.0,472,14,33.714285714285715,22.0,4.0,1.0,18-24,VIP,Automne,Midi,UK,Établi,Inconnu,Petit,Explorateur,United Kingdom,0,2010,10,Germany,1.0,9.406617647058823,213.21666666666667,0.07058823529411765,0.0,0.6405919661733616
1,173.7,57.9,69.36863484313353,17.85,138.0,46,15.333333333333334,3,40,364,4,15,12,0.0,0.0,3,3.0,1,0,0,0.0,3,1,3.0,64.0,2.0,1.0,55-64,Medium,Hiver,Après-midi,UK,Nouveau,Inconnu,Grand,Spécialisé,United Kingdom,1,2010,1,,,173.7,86.85,364.0,0.0,0.75
10,7066.31,24.45089965397924,23.733009358604107,-17.0,350.0,3825,13.235294117647058,-3,144,364,4,15,12,0.1730103806228373,1.2326388888888888,180,17.9,1,10,0,0.0346020761245674,289,10,28.9,66.0,2.0,5.0,65+,VIP,Hiver,Après-midi,UK,Établi,Semaine,Moyen,Explorateur,United Kingdom,0,2010,10,Ireland,1.0,19.62863888888889,642.3918181818182,0.013888888888888888,0.034482758620689655,0.6172413793103448
12,10464.850000000002,94.27792792792796,93.16113061998958,0.84,594.0,5593,50.387387387387385,1,864,364,3,15,12,0.0,3.1818181818181817,62,5.0,1,0,0,0.0,111,12,9.25,47.0,2.0,2.0,45-54,VIP,Hiver,Après-midi,UK,Établi,Inconnu,Grand,Explorateur,United Kingdom,0,2010,12,,,29.47845070422536,804.9884615384617,0.028169014084507043,0.0,0.5357142857142857
7,2186.2000000000007,23.01263157894737,19.09444723843938,-16.5,103.68,1907,20.07368421052632,-30,288,364,0,12,1,0.0,3.648936170212766,91,13.0,1,2,0,0.0210526315789473,95,7,13.571428571428571,63.0,2.0,,55-64,VIP,Hiver,Midi,UK,Établi,Inconnu,Grand,Explorateur,United Kingdom,0,2010,11,United States,1.0,6.318497109826592,273.2750000000001,0.05202312138728324,0.020833333333333332,0.9479166666666666
5,1483.56,12.061463414634146,8.456824645619967,1.7,42.5,1029,8.365853658536585,1,96,364,0,14,9,0.0,2.69672131147541,91,18.0,1,0,0,0.0,123,5,24.6,79.0,1.0,4.0,65+,High,Automne,Après-midi,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,0,2010,10,Russia,1.0,4.46855421686747,247.26,0.0963855421686747,0.0,0.7258064516129032
2,375.35,18.7675,52.14449376744546,1.45,237.6,104,5.2,1,48,364,4,17,12,0.0,18.63157894736842,20,10.0,1,0,0,0.0,20,2,10.0,69.0,0.0,5.0,65+,Medium,Hiver,Après-midi,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,0,2010,12,,,1.057323943661972,125.11666666666667,0.02535211267605634,0.0,0.9523809523809523
1,147.09,2.1012857142857144,1.7845633748688767,0.42,9.95,74,1.0571428571428572,1,2,363,6,10,12,1.0,0.0,66,66.0,1,0,0,0.0,70,1,70.0,22.0,0.0,5.0,18-24,Medium,Hiver,Matin,UK,Nouveau,Weekend,Petit,Explorateur,United Kingdom,1,2010,11,,,147.09,73.545,363.0,0.0,0.9295774647887324
1,283.28,7.263589743589743,4.332513848600266,1.7,18.75,110,2.8205128205128207,1,12,363,6,11,12,1.0,0.0,37,37.0,1,0,0,0.0,39,1,39.0,29.0,2.0,,25-34,Medium,Hiver,Matin,UK,Nouveau,Weekend,Petit,Explorateur,United Kingdom,1,2010,11,Poland,1.0,283.28,141.64,363.0,0.0,0.925
26,6666.83,9.578778735632184,15.35532472789726,-130.0,150.0,3183,4.573275862068965,-40,192,363,6,11,11,0.8721264367816092,0.4877697841726618,319,12.153846153846152,1,24,0,0.0344827586206896,696,26,26.76923076923077,33.0,2.0,2.0,25-34,VIP,Automne,Matin,UK,Établi,Weekend,Petit,Explorateur,United Kingdom,0,2010,8,,,18.993817663817662,246.91962962962964,0.03418803418803419,0.03443328550932568,0.4533715925394548
14,4678.3,3.8599834983498353,3.5829279806708083,-4.25,51.0,4395,3.626237623762376,-4,48,363,6,12,9,0.4108910891089108,0.2799339388934764,507,35.785714285714285,1,8,0,0.0066006600660066,1212,14,86.57142857142857,,,2.0,Inconnu,VIP,Automne,Midi,UK,Établi,Semaine,Petit,Explorateur,United Kingdom,0,2010,1,United States,1.0,13.599709302325582,311.88666666666666,0.05813953488372093,0.006595218466611707,0.41302555647155814
7,991.85,3.785687022900763,3.9828842753351714,-9.95,27.04,790,3.015267175572519,-1,72,363,6,13,7,1.0,0.8045977011494253,189,27.0,1,2,0,0.0076335877862595,262,7,37.42857142857143,43.0,0.0,3.0,35-44,High,Été,Midi,UK,Établi,Weekend,Petit,Explorateur,United Kingdom,1,2010,12,United States,1.0,4.700710900473934,123.98125,0.7203791469194313,0.0076045627376425855,0.7186311787072244
3,310.48,19.405,19.55640560021192,-9.95,68.0,150,9.375,-1,24,363,3,15,12,0.25,0.2666666666666666,13,4.333333333333333,1,2,0,0.125,16,3,5.333333333333333,65.0,1.0,3.0,65+,Medium,Hiver,Après-midi,UK,Nouveau,Semaine,Moyen,Modéré,United Kingdom,1,2010,6,Germany,1.0,62.096000000000004,77.62,71.6,0.11764705882352941,0.7647058823529411
4,859.7100000000002,6.989512195121953,3.963327351421049,0.95,22.5,353,2.869918699186992,1,10,363,6,11,12,0.5772357723577236,2.8688524590163933,88,21.5,1,0,0,0.0,123,4,30.75,38.0,2.0,4.0,35-44,High,Hiver,Matin,UK,Établi,Weekend,Petit,Explorateur,United Kingdom,0,2010,3,China,1.0,2.4493162393162398,171.94200000000004,0.037037037037037035,0.0,0.6935483870967742
11,21024.01,91.40873913043478,79.72026157924675,-102.0,429.6,11250,48.91304347826087,-40,192,363,2,11,12,0.208695652173913,1.5458515283842795,133,12.0,1,33,0,0.1434782608695652,230,11,20.90909090909091,56.0,,1.0,55-64,VIP,Hiver,Matin,Asie,Établi,Semaine,Grand,Explorateur,Japan,0,2010,5,,,58.56270194986072,1752.0008333333333,0.011142061281337047,0.14285714285714285,0.5714285714285714
6,916.13,8.72504761904762,9.824220572314111,0.42,47.6,474,4.514285714285714,1,48,363,6,12,11,0.4380952380952381,3.3365384615384617,88,14.666666666666666,1,0,0,0.0,105,6,17.5,53.0,1.0,2.0,45-54,High,Automne,Midi,UK,Établi,Semaine,Petit,Explorateur,United Kingdom,0,2010,8,United States,1.0,2.61005698005698,130.87571428571428,0.037037037037037035,0.0,0.8301886792452831
